matrikelnummer,firstname,name,projects,negatives,skill,programing_skills
576,Firstname,Name,"['Projekt 48', 'Projekt 53', 'Projekt 38']","['Projekt 2', 'Projekt 11']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
577,Firstname,Name,"['Projekt 26', 'Projekt 33', 'Projekt 10']","['Projekt 34', 'Projekt 17']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten""}"
578,Firstname,Name,"['Projekt 57', 'Projekt 27', 'Projekt 48']","['Projekt 51', 'Projekt 2']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Experte"",""Python"":""Anfänger"",""PHP"":""Experte""}"
579,Firstname,Name,"['Projekt 34', 'Projekt 46', 'Projekt 4']","['Projekt 35', 'Projekt 26']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
580,Firstname,Name,"['Projekt 15', 'Projekt 55', 'Projekt 59']","['Projekt 45', 'Projekt 36']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Anfänger""}"
581,Firstname,Name,"['Projekt 45', 'Projekt 42', 'Projekt 14']","['Projekt 20', 'Projekt 56']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
582,Firstname,Name,"['Projekt 15', 'Projekt 32', 'Projekt 51']","['Projekt 31', 'Projekt 3']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
583,Firstname,Name,"['Projekt 8', 'Projekt 47', 'Projekt 13']","['Projekt 50', 'Projekt 39']",Schreiben,"{""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""PHP"":""Experte""}"
584,Firstname,Name,"['Projekt 23', 'Projekt 19', 'Projekt 57']","['Projekt 1', 'Projekt 0']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
585,Firstname,Name,"['Projekt 56', 'Projekt 58', 'Projekt 36']","['Projekt 1', 'Projekt 6']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""Python"":""Anfänger"",""PHP"":""Fortgeschritten""}"
586,Firstname,Name,"['Projekt 15', 'Projekt 0', 'Projekt 27']","['Projekt 39', 'Projekt 4']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
587,Firstname,Name,"['Projekt 6', 'Projekt 17', 'Projekt 36']","['Projekt 24', 'Projekt 7']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
588,Firstname,Name,"['Projekt 26', 'Projekt 42', 'Projekt 30']","['Projekt 19', 'Projekt 5']",Programmieren,"{""C"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Experte"",""PHP"":""Experte""}"
589,Firstname,Name,"['Projekt 35', 'Projekt 2', 'Projekt 23']","['Projekt 8', 'Projekt 16']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
590,Firstname,Name,"['Projekt 35', 'Projekt 46', 'Projekt 59']","['Projekt 15', 'Projekt 11']",Schreiben,"{""C"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
591,Firstname,Name,"['Projekt 35', 'Projekt 32', 'Projekt 25']","['Projekt 58', 'Projekt 55']",Schreiben,"{""C#"":""Anfänger"",""Java"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
592,Firstname,Name,"['Projekt 49', 'Projekt 54', 'Projekt 55']","['Projekt 31', 'Projekt 12']",Schreiben,"{""C"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
593,Firstname,Name,"['Projekt 3', 'Projekt 58', 'Projekt 57']","['Projekt 24', 'Projekt 15']",Programmieren,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Experte""}"
594,Firstname,Name,"['Projekt 10', 'Projekt 6', 'Projekt 2']","['Projekt 43', 'Projekt 12']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
595,Firstname,Name,"['Projekt 35', 'Projekt 33', 'Projekt 41']","['Projekt 51', 'Projekt 17']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
596,Firstname,Name,"['Projekt 23', 'Projekt 56', 'Projekt 13']","['Projekt 17', 'Projekt 18']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
597,Firstname,Name,"['Projekt 37', 'Projekt 51', 'Projekt 12']","['Projekt 38', 'Projekt 53']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
598,Firstname,Name,"['Projekt 21', 'Projekt 52', 'Projekt 59']","['Projekt 13', 'Projekt 20']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
599,Firstname,Name,"['Projekt 25', 'Projekt 19', 'Projekt 16']","['Projekt 57', 'Projekt 31']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
600,Firstname,Name,"['Projekt 52', 'Projekt 6', 'Projekt 5']","['Projekt 53', 'Projekt 49']",Programmieren,"{""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
601,Firstname,Name,"['Projekt 26', 'Projekt 9', 'Projekt 54']","['Projekt 2', 'Projekt 38']",Programmieren,"{""C++"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""PHP"":""Anfänger""}"
602,Firstname,Name,"['Projekt 48', 'Projekt 18', 'Projekt 50']","['Projekt 58', 'Projekt 1']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
603,Firstname,Name,"['Projekt 23', 'Projekt 52', 'Projekt 4']","['Projekt 49', 'Projekt 41']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
604,Firstname,Name,"['Projekt 12', 'Projekt 37', 'Projekt 56']","['Projekt 25', 'Projekt 7']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""Python"":""Fortgeschritten""}"
605,Firstname,Name,"['Projekt 52', 'Projekt 9', 'Projekt 2']","['Projekt 5', 'Projekt 19']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger""}"
606,Firstname,Name,"['Projekt 8', 'Projekt 19', 'Projekt 15']","['Projekt 12', 'Projekt 0']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
607,Firstname,Name,"['Projekt 26', 'Projekt 20', 'Projekt 40']","['Projekt 47', 'Projekt 52']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
608,Firstname,Name,"['Projekt 30', 'Projekt 40', 'Projekt 35']","['Projekt 24', 'Projekt 11']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""PHP"":""Experte""}"
609,Firstname,Name,"['Projekt 51', 'Projekt 29', 'Projekt 21']","['Projekt 46', 'Projekt 58']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte""}"
610,Firstname,Name,"['Projekt 58', 'Projekt 41', 'Projekt 54']","['Projekt 43', 'Projekt 18']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
611,Firstname,Name,"['Projekt 21', 'Projekt 38', 'Projekt 23']","['Projekt 56', 'Projekt 53']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
612,Firstname,Name,"['Projekt 43', 'Projekt 28', 'Projekt 39']","['Projekt 56', 'Projekt 44']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
613,Firstname,Name,"['Projekt 0', 'Projekt 53', 'Projekt 7']","['Projekt 57', 'Projekt 44']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten""}"
614,Firstname,Name,"['Projekt 30', 'Projekt 15', 'Projekt 56']","['Projekt 23', 'Projekt 7']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
615,Firstname,Name,"['Projekt 7', 'Projekt 40', 'Projekt 59']","['Projekt 14', 'Projekt 12']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
616,Firstname,Name,"['Projekt 41', 'Projekt 48', 'Projekt 32']","['Projekt 1', 'Projekt 0']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""Python"":""Experte""}"
617,Firstname,Name,"['Projekt 14', 'Projekt 13', 'Projekt 4']","['Projekt 10', 'Projekt 59']",Schreiben,"{""C++"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger""}"
618,Firstname,Name,"['Projekt 42', 'Projekt 0', 'Projekt 34']","['Projekt 49', 'Projekt 10']",Schreiben,"{""C"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""PHP"":""Anfänger""}"
619,Firstname,Name,"['Projekt 0', 'Projekt 6', 'Projekt 38']","['Projekt 41', 'Projekt 28']",Schreiben,"{""C++"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
620,Firstname,Name,"['Projekt 4', 'Projekt 20', 'Projekt 48']","['Projekt 45', 'Projekt 10']",Programmieren,"{""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
621,Firstname,Name,"['Projekt 33', 'Projekt 44', 'Projekt 24']","['Projekt 29', 'Projekt 34']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Experte"",""PHP"":""Experte""}"
622,Firstname,Name,"['Projekt 58', 'Projekt 12', 'Projekt 4']","['Projekt 0', 'Projekt 1']",Schreiben,"{""C"":""Experte"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
623,Firstname,Name,"['Projekt 55', 'Projekt 8', 'Projekt 38']","['Projekt 19', 'Projekt 25']",Programmieren,"{""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
624,Firstname,Name,"['Projekt 41', 'Projekt 28', 'Projekt 23']","['Projekt 7', 'Projekt 38']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
625,Firstname,Name,"['Projekt 37', 'Projekt 3', 'Projekt 24']","['Projekt 41', 'Projekt 15']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
626,Firstname,Name,"['Projekt 57', 'Projekt 14', 'Projekt 42']","['Projekt 56', 'Projekt 15']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
627,Firstname,Name,"['Projekt 29', 'Projekt 42', 'Projekt 35']","['Projekt 51', 'Projekt 9']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
628,Firstname,Name,"['Projekt 22', 'Projekt 14', 'Projekt 25']","['Projekt 0', 'Projekt 41']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
629,Firstname,Name,"['Projekt 1', 'Projekt 18', 'Projekt 19']","['Projekt 51', 'Projekt 50']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
630,Firstname,Name,"['Projekt 23', 'Projekt 27', 'Projekt 33']","['Projekt 35', 'Projekt 34']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""PHP"":""Experte""}"
631,Firstname,Name,"['Projekt 31', 'Projekt 34', 'Projekt 3']","['Projekt 52', 'Projekt 20']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
632,Firstname,Name,"['Projekt 23', 'Projekt 1', 'Projekt 19']","['Projekt 20', 'Projekt 26']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
633,Firstname,Name,"['Projekt 51', 'Projekt 3', 'Projekt 34']","['Projekt 32', 'Projekt 12']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
634,Firstname,Name,"['Projekt 23', 'Projekt 49', 'Projekt 37']","['Projekt 20', 'Projekt 1']",Schreiben,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Experte""}"
635,Firstname,Name,"['Projekt 7', 'Projekt 23', 'Projekt 55']","['Projekt 40', 'Projekt 2']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
636,Firstname,Name,"['Projekt 5', 'Projekt 35', 'Projekt 40']","['Projekt 44', 'Projekt 45']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""Java"":""Experte"",""Python"":""Experte""}"
637,Firstname,Name,"['Projekt 53', 'Projekt 44', 'Projekt 51']","['Projekt 30', 'Projekt 22']",Schreiben,"{""C"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
638,Firstname,Name,"['Projekt 24', 'Projekt 50', 'Projekt 11']","['Projekt 14', 'Projekt 53']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
639,Firstname,Name,"['Projekt 41', 'Projekt 27', 'Projekt 31']","['Projekt 6', 'Projekt 16']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
640,Firstname,Name,"['Projekt 15', 'Projekt 56', 'Projekt 29']","['Projekt 41', 'Projekt 40']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte""}"
641,Firstname,Name,"['Projekt 4', 'Projekt 25', 'Projekt 5']","['Projekt 8', 'Projekt 31']",Schreiben,"{""C"":""Anfänger"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
642,Firstname,Name,"['Projekt 36', 'Projekt 47', 'Projekt 20']","['Projekt 26', 'Projekt 59']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Anfänger""}"
643,Firstname,Name,"['Projekt 34', 'Projekt 46', 'Projekt 43']","['Projekt 15', 'Projekt 6']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten""}"
644,Firstname,Name,"['Projekt 10', 'Projekt 26', 'Projekt 33']","['Projekt 7', 'Projekt 49']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Experte""}"
645,Firstname,Name,"['Projekt 51', 'Projekt 18', 'Projekt 39']","['Projekt 7', 'Projekt 6']",Programmieren,"{""C"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
646,Firstname,Name,"['Projekt 57', 'Projekt 16', 'Projekt 35']","['Projekt 54', 'Projekt 4']",Programmieren,"{""C"":""Fortgeschritten"",""C#"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
647,Firstname,Name,"['Projekt 52', 'Projekt 45', 'Projekt 19']","['Projekt 54', 'Projekt 18']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
648,Firstname,Name,"['Projekt 38', 'Projekt 35', 'Projekt 0']","['Projekt 31', 'Projekt 59']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte""}"
649,Firstname,Name,"['Projekt 50', 'Projekt 7', 'Projekt 3']","['Projekt 5', 'Projekt 55']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
650,Firstname,Name,"['Projekt 51', 'Projekt 13', 'Projekt 47']","['Projekt 58', 'Projekt 1']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
651,Firstname,Name,"['Projekt 49', 'Projekt 27', 'Projekt 50']","['Projekt 11', 'Projekt 34']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
652,Firstname,Name,"['Projekt 49', 'Projekt 45', 'Projekt 31']","['Projekt 33', 'Projekt 2']",Programmieren,"{""C"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Experte"",""Python"":""Fortgeschritten"",""PHP"":""Anfänger""}"
653,Firstname,Name,"['Projekt 44', 'Projekt 1', 'Projekt 30']","['Projekt 50', 'Projekt 29']",Schreiben,"{""C"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""PHP"":""Anfänger""}"
654,Firstname,Name,"['Projekt 13', 'Projekt 58', 'Projekt 29']","['Projekt 10', 'Projekt 57']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
655,Firstname,Name,"['Projekt 59', 'Projekt 38', 'Projekt 18']","['Projekt 20', 'Projekt 55']",Programmieren,"{""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""PHP"":""Anfänger""}"
656,Firstname,Name,"['Projekt 28', 'Projekt 7', 'Projekt 50']","['Projekt 56', 'Projekt 12']",Programmieren,"{""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
657,Firstname,Name,"['Projekt 59', 'Projekt 27', 'Projekt 28']","['Projekt 47', 'Projekt 35']",Schreiben,"{""C"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
